PlayerID,Player,Team,TeamAbbreviation,Position,Passes,PassingAccuracy,Rank
448196,Bukayo Saka,England,ENG,FW,101,80,376
448152,Cody Gakpo,Netherlands,NED,FW,100,79,381
402926,Gonzalo Montiel,Argentina,ARG,DF,100,81,381
475036,Rayan,Brazil,BRA,FW,99,94,383
201200,Cristiano Ronaldo,Portugal,POR,FW,99,87,383
419672,Leo Ostigard,Norway,NOR,DF,99,85,383
369419,Harry Kane,England,ENG,FW,99,74,383
405454,Elijah Just,New Zealand,NZL,MF,99,86,383
482976,Amar Dedic,Bosnia and Herzegovina,BIH,DF,99,81,383
419223,Oswin Appollis,South Africa,RSA,FW,99,83,383
403312,Abdulelah Alamri,Saudi Arabia,KSA,DF,99,82,383
371736,Saeid Ezatolahi,IR Iran,IRN,MF,99,79,383
384797,Ramin Rezaeian,IR Iran,IRN,DF,98,69,392
441181,Ugurcan Cakir,Türkiye,TUR,GK,98,79,392
464924,Abdukodir Khusanov,Uzbekistan,UZB,DF,98,83,392
425607,Mohamed Amine Ben Hmida,Tunisia,TUN,DF,98,83,392
494248,Thalente Mbatha,South Africa,RSA,MF,97,85,396
433527,Abdallah Nasib,Jordan,JOR,DF,97,72,396
431202,Omar Alderete,Paraguay,PAR,DF,97,72,396
473113,Eberechi Eze,England,ENG,MF,97,92,396
411226,Djibril Sow,Switzerland,SUI,MF,97,86,396
484012,Matej Kovar,Czechia,CZE,GK,97,64,396
511141,Armando Obispo,Curaçao,CUW,DF,97,90,396
433787,Scott Mctominay,Scotland,SCO,MF,96,91,403
499913,Matt Freese,USA,USA,GK,95,66,404
448821,Mory Diaw,Senegal,SEN,GK,95,67,404
448598,Ismael Saibari,Morocco,MAR,MF,95,84,404
430138,Tajon Buchanan,Canada,CAN,FW,95,80,404
389485,Exequiel Palacios,Argentina,ARG,MF,94,95,408
419068,Giovanni Reyna,USA,USA,MF,94,84,408
489732,Noni Madueke,England,ENG,FW,94,87,408
482774,Martin Baturina,Croatia,CRO,MF,93,86,411
423941,Nathan Saliba,Canada,CAN,MF,93,85,411
507253,Kwasi Sibo,Ghana,GHA,MF,93,95,411
433367,Omar Rekik,Tunisia,TUN,DF,93,83,411
390196,Callum Mccowatt,New Zealand,NZL,MF,93,84,411
386347,Akram Afif,Qatar,QAT,FW,93,78,411
396885,Mohammed Alowais,Saudi Arabia,KSA,GK,93,57,411
419459,Mahmoud Abunada,Qatar,QAT,GK,93,54,411
380007,Alireza Beiranvand,IR Iran,IRN,GK,93,67,411
448114,Dan Ndoye,Switzerland,SUI,FW,92,79,420
430854,Wilfried Singo,Côte d'Ivoire,CIV,DF,92,86,420
520039,Marvin Senaya,Ghana,GHA,DF,91,82,422
463283,Romano Schmid,Austria,AUT,MF,91,71,422
448362,Charles De Ketelaere,Belgium,BEL,FW,91,79,422
395212,Nelson Semedo,Portugal,POR,DF,91,92,422
369744,Gustavo Gomez,Paraguay,PAR,DF,91,88,422
430609,Matheus Cunha,Brazil,BRA,FW,90,87,427
512791,Issa Laye,Qatar,QAT,DF,90,94,427
448341,Jeremy Doku,Belgium,BEL,FW,90,82,427
504990,Kerim Alajbegovic,Bosnia and Herzegovina,BIH,FW,90,77,427
390650,Eloy Room,Curaçao,CUW,GK,89,54,431
356704,Juan Quintero,Colombia,COL,MF,89,83,431
498421,Paul Okon Engstler,Australia,AUS,MF,89,87,431
464865,El Hadji Malick Diouf,Senegal,SEN,DF,89,83,431
448180,Josko Gvardiol,Croatia,CRO,DF,89,87,431
405469,Liberato Cacace,New Zealand,NZL,DF,88,85,436
448131,Ruben Vargas,Switzerland,SUI,FW,88,74,436
489689,Lucas Bergvall,Sweden,SWE,MF,88,91,436
448103,Fabian Rieder,Switzerland,SUI,MF,87,82,439
331463,Tim Payne,New Zealand,NZL,DF,87,83,439
500037,Gilberto Mora,Mexico,MEX,MF,87,91,439
403335,Hassan Altambakti,Saudi Arabia,KSA,DF,87,82,439
479389,Mohannad Abutaha,Jordan,JOR,MF,87,68,439
441350,Hicham Boudaoui,Algeria,ALG,MF,86,97,444
405545,Ferran Torres,Spain,ESP,FW,86,73,444
433118,Orkun Kokcu,Türkiye,TUR,MF,85,71,446
395321,Junya Ito,Japan,JPN,MF,85,76,446
430698,Houssem Aouar,Algeria,ALG,MF,84,94,448
433668,Michal Sadilek,Czechia,CZE,MF,84,82,448
483448,Antonio Nusa,Norway,NOR,FW,83,75,450
339820,Kalidou Koulibaly,Senegal,SEN,DF,83,88,450
483161,Mostafa Zico,Egypt,EGY,MF,83,69,450
349342,Aziz Behich,Australia,AUS,DF,82,73,453
355642,Ryan Mendes,Cabo Verde,CPV,FW,82,85,453
418550,Rafael Leao,Portugal,POR,FW,82,87,453
485595,Giuliano Simeone,Argentina,ARG,FW,82,85,453
390267,Christian Pulisic,USA,USA,FW,81,88,457
430120,Mert Muldur,Türkiye,TUR,DF,81,89,457
430150,Alexander Isak,Sweden,SWE,FW,81,80,457
363863,Trezeguet,Egypt,EGY,FW,81,84,457
339745,Salem Aldawsari,Saudi Arabia,KSA,FW,81,72,457
390537,Milad Mohammadi,IR Iran,IRN,DF,80,83,462
433534,Nizar Alrashdan,Jordan,JOR,MF,80,78,462
430452,Connor Metcalfe,Australia,AUS,MF,80,81,462
486875,Gustavo Velazquez,Paraguay,PAR,DF,80,71,462
419189,Yan Valery,Tunisia,TUN,DF,80,68,462
520036,Paul Wanner,Austria,AUT,MF,80,85,462
433072,Zeki Celik,Türkiye,TUR,DF,79,89,468
479106,Akmal Mozgovoy,Uzbekistan,UZB,MF,79,82,468
436537,Musab Aljuwayr,Saudi Arabia,KSA,MF,79,81,468
402934,Marcos Senesi,Argentina,ARG,DF,79,95,468
441242,Cesar Blackman,Panama,PAN,DF,79,87,468
448312,Nilson Angulo,Ecuador,ECU,FW,78,81,473
395581,Cristian Martinez,Panama,PAN,MF,78,73,473
416051,Pedro Miguel,Qatar,QAT,DF,78,76,473
486260,Christopher Operi,Côte d'Ivoire,CIV,DF,78,90,473
430476,Omar Marmoush,Egypt,EGY,FW,77,84,477
419303,Moteb Alharbi,Saudi Arabia,KSA,DF,77,74,477
416576,Alvaro Fidalgo,Mexico,MEX,MF,77,94,477
441137,Anthony Elanga,Sweden,SWE,FW,76,79,480
433147,Michel Aebischer,Switzerland,SUI,MF,76,87,480
390209,Sarpreet Singh,New Zealand,NZL,MF,76,76,480
464055,Malo Gusto,France,FRA,DF,76,91,480
466317,Juninho Bacuna,Curaçao,CUW,MF,75,80,484
433361,Anis Slimane,Tunisia,TUN,MF,75,79,484
477802,Ousmane Diomande,Côte d'Ivoire,CIV,DF,74,97,486
433362,Ali Abdi,Tunisia,TUN,DF,74,69,486
430822,Amad Diallo,Côte d'Ivoire,CIV,FW,73,95,488
401889,Ismaila Sarr,Senegal,SEN,FW,73,78,488
485081,Francisco Conceicao,Portugal,POR,FW,73,89,488
356412,Silvan Widmer,Switzerland,SUI,DF,73,78,488
489685,Jacob Widell Zetterstrom,Sweden,SWE,GK,73,53,488
405528,Yukinari Sugawara,Japan,JPN,DF,73,71,488
389437,Ehsan Haddad,Jordan,JOR,DF,73,74,488
393480,Breel Embolo,Switzerland,SUI,FW,72,78,495
385475,Eldor Shomurodov,Uzbekistan,UZB,FW,72,72,495
479042,Abdulla Abdullaev,Uzbekistan,UZB,DF,72,90,495
464566,Esmir Bajraktarevic,Bosnia and Herzegovina,BIH,FW,71,82,498
229498,Fernando Muslera,Uruguay,URU,GK,71,80,498
402920,Lautaro Martinez,Argentina,ARG,FW,71,85,498
388475,Mehdi Taremi,IR Iran,IRN,FW,71,82,498
433571,Ahmed Basil,Iraq,IRQ,GK,71,59,498
484270,Zaid Ismael,Iraq,IRQ,MF,71,89,498
483327,Viktor Gyokeres,Sweden,SWE,FW,70,69,504
506279,Caleb Yirenkyi,Ghana,GHA,MF,70,89,504
483549,Warren Zaire Emery,France,FRA,MF,70,94,504
431781,Jean Kevin Duverne,Haiti,HAI,DF,69,86,507
441316,Yoane Wissa,Congo DR,COD,FW,69,87,507
354861,Karim Boudiaf,Qatar,QAT,MF,69,94,507
448497,Mohammad Mohebbi,IR Iran,IRN,MF,69,71,507
494458,Ngalayel Mukau,Congo DR,COD,MF,69,87,507
495046,Mauricio,Paraguay,PAR,MF,69,78,507
441234,Julio Enciso,Paraguay,PAR,FW,68,81,513
402876,Agustin Canobbio,Uruguay,URU,MF,68,90,513
448531,Antoine Semenyo,Ghana,GHA,MF,68,76,513
482775,Tyler Bindon,New Zealand,NZL,DF,68,72,513
433439,Ali Lajami,Saudi Arabia,KSA,DF,68,82,513
482869,Jaouen Hadjam,Algeria,ALG,DF,67,84,518
496358,Ibrahim Mbaye,Senegal,SEN,FW,67,94,518
441259,Liam Millar,Canada,CAN,MF,67,75,518
483526,Tijjani Reijnders,Netherlands,NED,MF,67,79,518
489518,Crysencio Summerville,Netherlands,NED,FW,67,84,518
369761,Miguel Almiron,Paraguay,PAR,MF,67,73,518
502945,Alexander Bernhardsson,Sweden,SWE,DF,67,76,518
360496,Kristoffer Nordfeldt,Sweden,SWE,GK,66,68,525
441167,Tomas Holes,Czechia,CZE,DF,66,83,525
448015,Cristian Volpato,Australia,AUS,FW,66,79,525
397894,Yazeed Abulaila,Jordan,JOR,GK,66,64,525
356731,Raul Jimenez,Mexico,MEX,FW,66,73,525
506471,Deveron Fonville,Curaçao,CUW,DF,66,83,525
523097,Alexandr Sojka,Czechia,CZE,MF,65,80,531
466687,Ali Ahmed,Canada,CAN,FW,65,78,531
430597,Gabriel Martinelli,Brazil,BRA,FW,65,91,531
433394,Ahmed Fathy,Qatar,QAT,MF,65,91,531
434025,Zaid Tahseen,Iraq,IRQ,DF,64,83,535
512183,Mohammed Abu Alshamat,Saudi Arabia,KSA,DF,64,80,535
411644,Saman Ghoddos,IR Iran,IRN,MF,64,70,535
463288,Phillip Mwene,Austria,AUT,DF,64,88,535
448364,Amadou Onana,Belgium,BEL,MF,64,89,535
485064,Niko Sigur,Canada,CAN,DF,64,81,535
484051,Kenny Mclean,Scotland,SCO,MF,63,89,541
401023,Joshua Brenet,Curaçao,CUW,DF,63,78,541
448149,Teun Koopmeiners,Netherlands,NED,MF,63,86,541
477855,Joao Paulo,Cabo Verde,CPV,MF,62,84,544
494989,Livano Comenencia,Curaçao,CUW,MF,62,81,544
485347,Tahith Chong,Curaçao,CUW,MF,61,84,546
389907,Salih Ozcan,Türkiye,TUR,MF,61,85,546
397775,Carlens Arcus,Haiti,HAI,DF,61,89,546
389782,Pervis Estupinan,Ecuador,ECU,DF,61,90,546
464533,Brian Gutierrez,Mexico,MEX,MF,60,88,550
385248,Florian Grillitsch,Austria,AUT,MF,60,92,550
418535,Joao Felix,Portugal,POR,FW,60,78,550
433806,Edouard Mendy,Senegal,SEN,GK,60,82,550
494349,Benjamin Asare,Ghana,GHA,GK,59,69,554
448815,Iliman Ndiaye,Senegal,SEN,FW,59,90,554
390525,Lee Jaesung,Korea Republic,KOR,MF,59,78,554
395205,Bernardo Silva,Portugal,POR,MF,59,93,554
484065,Eren Elmali,Türkiye,TUR,DF,59,88,554
479086,Azizjon Ganiev,Uzbekistan,UZB,MF,59,81,554
441341,Elisha Owusu,Ghana,GHA,MF,58,86,560
436599,Miles Robinson,USA,USA,DF,58,93,560
411624,Abdullah Alkhaibari,Saudi Arabia,KSA,MF,58,83,560
489550,Husam Abudahab,Jordan,JOR,DF,58,74,560
307849,Son Heungmin,Korea Republic,KOR,FW,58,84,560
405877,Amine Gouiri,Algeria,ALG,FW,58,88,560
419100,Maxi Araujo,Uruguay,URU,MF,57,88,566
441422,Nico Paz,Argentina,ARG,FW,56,96,567
473050,Richard Rios,Colombia,COL,MF,56,84,567
479110,Abduvohid Nematov,Uzbekistan,UZB,GK,56,50,567
382312,Cameron Burgess,Australia,AUS,DF,56,80,567
430385,Kim Jingyu,Korea Republic,KOR,MF,56,96,567
504329,Steve Kapuadi,Congo DR,COD,DF,55,84,572
402898,Nicolas De La Cruz,Uruguay,URU,MF,55,82,572
475260,Behruzjon Karimov,Uzbekistan,UZB,DF,55,78,572
401334,John Mcginn,Scotland,SCO,MF,55,85,572
448377,Dodi Lukebakio,Belgium,BEL,FW,55,80,572
486161,Relebohile Mofokeng,South Africa,RSA,FW,54,81,577
494293,Chemsdine Talbi,Morocco,MAR,MF,54,87,577
486130,Habib Diarra,Senegal,SEN,MF,54,96,577
431698,Jurien Gaari,Curaçao,CUW,DF,54,76,577
502727,Johan Manzambi,Switzerland,SUI,MF,54,80,577
423700,Joe Scally,USA,USA,DF,53,87,582
428905,Luis Suarez,Colombia,COL,FW,53,74,582
510757,Josue Casimir,Haiti,HAI,FW,52,83,584
463221,Nkosinathi Sibisi,South Africa,RSA,DF,52,81,584
386473,Lawrence Ati Zigi,Ghana,GHA,GK,52,75,584
479316,Park Jinseob,Korea Republic,KOR,DF,52,94,584
430657,David Raum,Germany,GER,DF,52,85,584
485131,Ben Gannon Doak,Scotland,SCO,FW,52,90,584
442431,Scott Mckenna,Scotland,SCO,DF,52,94,584
406231,Yunus Akgun,Türkiye,TUR,FW,52,79,584
494640,Amar Memic,Bosnia and Herzegovina,BIH,MF,52,75,584
347085,Jalal Hassan,Iraq,IRQ,GK,51,65,593
419291,Feras Albrikan,Saudi Arabia,KSA,FW,51,63,593
419077,Mark Mckenzie,USA,USA,DF,51,92,593
395414,Giovani Lo Celso,Argentina,ARG,MF,51,92,593
486082,Pavel Sulc,Czechia,CZE,FW,51,76,593
447855,Nico Williams,Spain,ESP,FW,50,90,598
502946,Benjamin Nygren,Sweden,SWE,MF,50,92,598
405527,Ayumu Seko,Japan,JPN,DF,50,84,598
390272,Auston Trusty,USA,USA,DF,50,76,598
380005,Mario Pasalic,Croatia,CRO,MF,50,90,598
519958,Elliot Stroud,Sweden,SWE,DF,49,78,603
463234,Thapelo Maseko,South Africa,RSA,FW,49,76,603
418798,Pape Matar Sarr,Senegal,SEN,MF,48,90,605
433365,Aymen Dahmen,Tunisia,TUN,GK,48,50,605
485664,Ruben Providence,Haiti,HAI,FW,48,88,605
479075,Sherzod Nasrullaev,Uzbekistan,UZB,DF,48,73,605
484011,Lukas Provod,Czechia,CZE,MF,48,77,605
300409,Edin Dzeko,Bosnia and Herzegovina,BIH,FW,48,69,605
407680,Juergen Locadia,Curaçao,CUW,FW,48,77,605
401712,Kieran Tierney,Scotland,SCO,DF,48,75,605
411176,Jose Luis Rodriguez,Panama,PAN,MF,48,73,605
431212,Ali Olwan,Jordan,JOR,FW,48,75,605
433585,Ibrahim Bayesh,Iraq,IRQ,MF,48,83,605
510989,Brian Cipenga,Congo DR,COD,FW,47,60,616
395083,Hwang Heechan,Korea Republic,KOR,MF,47,85,616
353235,Jordan Ayew,Ghana,GHA,FW,47,70,616
274078,Chris Wood,New Zealand,NZL,FW,47,77,616
441166,Jaroslav Zeleny,Czechia,CZE,DF,47,74,616
483936,David Doudera,Czechia,CZE,DF,47,72,616
402974,Angelo Preciado,Ecuador,ECU,DF,47,68,616
419652,Erling Haaland,Norway,NOR,FW,47,72,616
430518,Nawaf Bu Washl,Saudi Arabia,KSA,DF,46,76,624
486076,Oguz Aydin,Türkiye,TUR,FW,46,85,624
491255,Daniel Svensson,Sweden,SWE,DF,46,83,624
464906,Jakhongir Urozov,Uzbekistan,UZB,DF,45,69,627
405175,Seko Fofana,Côte d'Ivoire,CIV,MF,45,84,627
418795,Nicolas Jackson,Senegal,SEN,FW,45,80,627
424119,Nathanael Mbuku,Congo DR,COD,MF,45,78,627
423880,Lee Taeseok,Korea Republic,KOR,DF,45,87,627
480983,Zineddine Belaid,Algeria,ALG,DF,44,98,632
486306,Nestory Irankunda,Australia,AUS,FW,44,73,632
404885,Tomas Soucek,Czechia,CZE,MF,44,80,632
463236,Jayden Adams,South Africa,RSA,MF,44,91,632
433872,Raphinha,Brazil,BRA,FW,44,68,632
466624,Folarin Balogun,USA,USA,FW,44,68,632
315614,Santiago Arias,Colombia,COL,DF,43,86,638
394456,Fabinho,Brazil,BRA,MF,43,98,638
494627,Thelo Aasgaard,Norway,NOR,MF,43,88,638
499290,Luka Vuskovic,Croatia,CRO,DF,43,88,638
371345,Odiljon Xamrobekov,Uzbekistan,UZB,MF,43,88,638
430450,Jacob Italiano,Australia,AUS,DF,43,77,638
486081,Lukas Cerv,Czechia,CZE,MF,42,86,644
442428,Aaron Hickey,Scotland,SCO,DF,42,90,644
386387,Sultan Albrake,Qatar,QAT,DF,42,79,644
433092,Alexis Saelemaekers,Belgium,BEL,MF,42,79,644
358112,Romelu Lukaku,Belgium,BEL,FW,42,76,644
403046,Dean Henderson,England,ENG,GK,41,78,649
510908,Luca Jaquez,Switzerland,SUI,DF,41,76,649
479079,Khojiakbar Alijonov,Uzbekistan,UZB,DF,41,66,649
433161,Edo Kayembe,Congo DR,COD,MF,41,85,649
429063,Edmilson Junior,Qatar,QAT,FW,41,80,649
486929,Tani Oluwaseyi,Canada,CAN,FW,41,66,649
448411,Jacob Shaffelburg,Canada,CAN,MF,41,90,649
480966,Laros Duarte,Cabo Verde,CPV,MF,41,80,649
424106,Haissem Hassan,Egypt,EGY,FW,41,85,649
409191,Nikola Vlasic,Croatia,CRO,MF,40,83,658
373400,Enner Valencia,Ecuador,ECU,FW,40,83,658
479553,Hussein Ali,Iraq,IRQ,DF,40,80,658
493221,Miro Muheim,Switzerland,SUI,DF,40,78,658
436743,Ermedin Demirovic,Bosnia and Herzegovina,BIH,FW,39,74,662
403002,Diogo Dalot,Portugal,POR,DF,39,87,662
505112,Gessime Yassine,Morocco,MAR,MF,39,87,662
396950,Mahmoud Almardi,Jordan,JOR,FW,39,82,662
514188,Malick Thiaw,Germany,GER,DF,38,87,666
484139,Baris Alper Yilmaz,Türkiye,TUR,FW,38,76,666
503047,Besfort Zeneli,Sweden,SWE,MF,38,89,666
482783,Wagner Pina,Cabo Verde,CPV,DF,38,79,666
419082,Ricardo Pepi,USA,USA,FW,38,87,666
482931,Marco Pasalic,Croatia,CRO,FW,37,62,671
433426,Soufiane Rahimi,Morocco,MAR,FW,37,73,671
441135,Jesper Karlstrom,Sweden,SWE,MF,37,84,671
464933,Abbosbek Fayzullaev,Uzbekistan,UZB,MF,36,67,674
406249,Ozan Kabak,Türkiye,TUR,DF,36,72,674
398569,Riechedly Bazoer,Curaçao,CUW,DF,36,86,674
482874,Anis Hadj Moussa,Algeria,ALG,FW,36,69,674
464457,Ali Jasim,Iraq,IRQ,FW,36,81,674
431211,Mousa Altamari,Jordan,JOR,FW,36,78,674
464484,Ismael Gharbi,Tunisia,TUN,MF,36,97,674
494313,Yannick Semedo,Cabo Verde,CPV,MF,35,77,681
424047,Jeremy Antonisse,Curaçao,CUW,FW,35,71,681
430097,Ryan Christie,Scotland,SCO,MF,35,83,681
430413,Ayase Ueda,Japan,JPN,FW,35,74,681
436628,Ali Alhamadi,Iraq,IRQ,FW,35,74,681
430401,Tsuyoshi Watanabe,Japan,JPN,DF,34,91,686
390534,Hossein Kanani,IR Iran,IRN,DF,34,97,686
406304,Timothy Weah,USA,USA,FW,34,88,686
477856,Jovane Cabral,Cabo Verde,CPV,MF,34,79,686
483183,Mahmoud Saber,Egypt,EGY,MF,34,88,686
484045,Lawrence Shankland,Scotland,SCO,FW,34,59,686
371393,Dostonbek Khamdamov,Uzbekistan,UZB,MF,34,85,686
429640,Angelo Stiller,Germany,GER,MF,34,91,686
433066,Donyell Malen,Netherlands,NED,FW,34,79,686
419166,Ibrahima Konate,France,FRA,DF,34,94,686
419005,Jordy Alcivar,Ecuador,ECU,MF,33,94,696
448217,Matt Turner,USA,USA,GK,33,73,696
419441,Homam Ahmed,Qatar,QAT,DF,33,76,696
386348,Assim Madibo,Qatar,QAT,MF,33,82,696
433724,Willy Semedo,Cabo Verde,CPV,MF,33,91,696
423575,Ben Old,New Zealand,NZL,MF,33,76,696
476348,Damian Bobadilla,Paraguay,PAR,MF,32,75,702
299200,Marko Arnautovic,Austria,AUT,FW,32,78,702
345059,Abdulaziz Hatem,Qatar,QAT,MF,32,81,702
419473,Jassem Gaber,Qatar,QAT,DF,32,78,702
483182,Hossam Abdelmaguid,Egypt,EGY,DF,32,88,702
448523,Kamaldeen Sulemana,Ghana,GHA,FW,31,87,707
447866,Gavi,Spain,ESP,MF,31,94,707
404319,Ajdin Hrustic,Australia,AUS,FW,31,87,707
494411,Kai Trewin,Australia,AUS,DF,31,87,707
484851,Deniz Undav,Germany,GER,FW,31,74,707
463287,Marco Friedl,Austria,AUT,DF,31,97,707
489551,Mohammad Abualnadi,Jordan,JOR,DF,31,77,707
511828,Castrop Jens,Korea Republic,KOR,DF,30,90,714
430407,Daizen Maeda,Japan,JPN,MF,30,93,714
448120,Ardon Jashari,Switzerland,SUI,MF,30,83,714
464103,Ange Yoan Bonny,Côte d'Ivoire,CIV,FW,30,87,714
370171,Abdoulaye Seck,Senegal,SEN,DF,30,87,714
336459,Rani Khedira,Tunisia,TUN,MF,30,83,714
430658,Waldemar Anton,Germany,GER,DF,30,97,714
463800,Carney Chukwuemeka,Austria,AUT,MF,30,83,714
